Year,Herbivores,Carnivores,HerbivoreAvgFitness,CarnivoreAvgFitness,HerbivoreAvgAge,CarnivoreAvgAge,HerbivoreAvgWeight,CarnivoreAvgWeight
33,172,491,0.802360258727058,0.752902305453162,11.156976744186,9.27291242362525,25.7245404046685,42.2564675323559
34,182,512,0.78077746094813,0.747427695562031,10.6758241758242,9.376953125,24.7612496279707,40.2263099639962
35,190,534,0.762279972054074,0.744749808090591,10.2894736842105,9.49625468164794,23.4860488232764,38.3153426047519
36,186,543,0.783088718853414,0.750782681762347,10.9354838709677,9.72007366482505,24.4449481991719,37.3017258020942
37,189,551,0.774308392366748,0.752220635875719,10.978835978836,10.0453720508167,24.1030967794544,36.4176296152869
38,189,551,0.779915682869836,0.755931146301825,11.1798941798942,10.4773139745917,24.4978815233258,35.9997917174744
39,188,554,0.783529597088723,0.762561918246574,11.4468085106383,10.841155234657,24.8898232006947,35.5200286527337
40,184,587,0.77704177711777,0.758389427094462,11.3097826086957,10.747870528109,24.7116572509459,33.5005993519119
41,184,630,0.787623811620284,0.75044426536126,11.7771739130435,10.5825396825397,25.3761939461009,31.027345972504
42,187,674,0.756543361647967,0.745457472938455,11.0695187165775,10.419881305638,23.5267756343788,28.956021319724
43,187,657,0.757177445109813,0.754089971400178,11.379679144385,11.1385083713851,23.5471097419505,28.9650651768845
44,181,674,0.783678719734858,0.759852426685673,11.5745856353591,11.3219584569733,24.8136826287081,27.8763149110447
45,176,671,0.787920104486743,0.762623578947495,11.8295454545455,11.8211624441133,25.2601316110728,27.7250280903991
46,184,692,0.761081739435844,0.759791564085503,11.2391304347826,12.014450867052,24.0117061485089,26.8625003489029
47,180,694,0.781175264285189,0.7672784994532,11.5888888888889,12.4409221902017,24.970077659113,26.7125300273318
48,197,696,0.762773173331093,0.770447628014497,11.0558375634518,12.6293103448276,23.8593737995828,25.5990767191003
49,193,688,0.767302721507232,0.780418998292256,11.3834196891192,13.156976744186,24.0235815840314,26.0329874367955
50,182,707,0.779301012810341,0.781136782420204,12.0604395604396,13.1202263083451,24.8050526852949,24.8250350544262
51,179,702,0.784562817171984,0.785253310146587,11.5139664804469,13.6310541310541,25.0967289276369,25.150535548052
52,185,702,0.770518270261734,0.783294116457677,11.4594594594595,14.0498575498575,24.3961748786799,25.0471829613463
53,192,675,0.772165526406791,0.796604391344224,11.5,14.7540740740741,24.4733769815731,25.2623595042913
54,195,681,0.775117362307771,0.795098306191551,11.374358974359,14.8076358296623,24.6140673906863,24.4194455688518
55,193,673,0.773022914835857,0.799287091616217,11.2383419689119,14.9970282317979,24.4221081122642,23.8130234600311
56,191,671,0.777350632053373,0.80171429741508,11.5130890052356,15.0685543964232,24.7772458261824,22.7820168143485
57,192,702,0.780032400787543,0.794523776450432,11.6354166666667,14.4116809116809,24.9524363350331,20.8774974331054
58,193,705,0.772586609177856,0.795211620031272,11.1968911917098,14.5858156028369,24.4877986895786,20.6632633351079
